carnet,nombre,carrera,departamento,promedio
EST084979,Estudiante 84979,Arquitectura,Santa Ana,8.98
EST084980,Estudiante 84980,Administración,Santa Ana,9.3
EST084981,Estudiante 84981,Contaduría,Santa Ana,6.5
EST084982,Estudiante 84982,Contaduría,San Miguel,6.57
EST084983,Estudiante 84983,Ingeniería Industrial,Santa Ana,9.38
EST084984,Estudiante 84984,Administración,Sonsonate,5.49
EST084985,Estudiante 84985,Arquitectura,San Salvador,7.25
EST084986,Estudiante 84986,Ingeniería Industrial,San Miguel,7.97
EST084987,Estudiante 84987,Administración,La Libertad,8.0
EST084988,Estudiante 84988,Contaduría,San Miguel,7.82
EST084989,Estudiante 84989,Ingeniería Industrial,Santa Ana,6.12
EST084990,Estudiante 84990,Contaduría,Santa Ana,7.2
EST084991,Estudiante 84991,Administración,La Libertad,8.57
EST084992,Estudiante 84992,Administración,Sonsonate,7.15
EST084993,Estudiante 84993,Contaduría,San Salvador,8.79
EST084994,Estudiante 84994,Administración,Santa Ana,6.84
EST084995,Estudiante 84995,Ingeniería Industrial,La Libertad,9.47
EST084996,Estudiante 84996,Arquitectura,San Miguel,9.84
EST084997,Estudiante 84997,Ingeniería Industrial,San Miguel,8.05
EST084998,Estudiante 84998,Ingeniería en Sistemas,Santa Ana,7.92
EST084999,Estudiante 84999,Administración,San Miguel,9.92
EST085000,Estudiante 85000,Contaduría,San Miguel,5.35
EST085001,Estudiante 85001,Arquitectura,La Libertad,8.68
EST085002,Estudiante 85002,Ingeniería en Sistemas,Sonsonate,7.71
EST085003,Estudiante 85003,Ingeniería Industrial,La Libertad,10.0
EST085004,Estudiante 85004,Ingeniería Industrial,Santa Ana,6.09
EST085005,Estudiante 85005,Contaduría,La Libertad,6.69
EST085006,Estudiante 85006,Ingeniería Industrial,Santa Ana,9.36
EST085007,Estudiante 85007,Ingeniería en Sistemas,Santa Ana,7.08
EST085008,Estudiante 85008,Ingeniería en Sistemas,San Miguel,6.7
EST085009,Estudiante 85009,Administración,Santa Ana,7.82
EST085010,Estudiante 85010,Arquitectura,La Libertad,7.06
EST085011,Estudiante 85011,Contaduría,La Libertad,6.92
EST085012,Estudiante 85012,Arquitectura,Santa Ana,6.73
EST085013,Estudiante 85013,Administración,Sonsonate,5.15
EST085014,Estudiante 85014,Contaduría,Santa Ana,8.49
EST085015,Estudiante 85015,Contaduría,Santa Ana,8.39
EST085016,Estudiante 85016,Ingeniería Industrial,San Miguel,7.16
EST085017,Estudiante 85017,Arquitectura,San Miguel,5.4
EST085018,Estudiante 85018,Contaduría,La Libertad,8.17
EST085019,Estudiante 85019,Ingeniería en Sistemas,Sonsonate,5.08
EST085020,Estudiante 85020,Contaduría,San Salvador,6.28
EST085021,Estudiante 85021,Arquitectura,La Libertad,9.76
EST085022,Estudiante 85022,Ingeniería Industrial,Santa Ana,9.31
EST085023,Estudiante 85023,Administración,San Salvador,6.9
EST085024,Estudiante 85024,Ingeniería Industrial,San Salvador,6.68
EST085025,Estudiante 85025,Ingeniería en Sistemas,San Miguel,7.39
EST085026,Estudiante 85026,Administración,La Libertad,6.49
EST085027,Estudiante 85027,Ingeniería Industrial,San Salvador,7.83
EST085028,Estudiante 85028,Administración,Sonsonate,5.63
EST085029,Estudiante 85029,Arquitectura,Santa Ana,6.89
EST085030,Estudiante 85030,Arquitectura,San Miguel,5.74
EST085031,Estudiante 85031,Contaduría,Santa Ana,9.36
EST085032,Estudiante 85032,Administración,Santa Ana,7.81
EST085033,Estudiante 85033,Arquitectura,Sonsonate,6.95
EST085034,Estudiante 85034,Arquitectura,San Salvador,7.16
EST085035,Estudiante 85035,Administración,La Libertad,5.06
EST085036,Estudiante 85036,Administración,San Miguel,9.58
EST085037,Estudiante 85037,Ingeniería Industrial,San Miguel,8.71
EST085038,Estudiante 85038,Administración,Sonsonate,5.94
EST085039,Estudiante 85039,Arquitectura,La Libertad,7.65
EST085040,Estudiante 85040,Arquitectura,San Miguel,7.46
EST085041,Estudiante 85041,Contaduría,San Miguel,9.49
EST085042,Estudiante 85042,Ingeniería en Sistemas,San Salvador,7.6
EST085043,Estudiante 85043,Arquitectura,San Miguel,9.68
EST085044,Estudiante 85044,Arquitectura,Sonsonate,9.11
EST085045,Estudiante 85045,Ingeniería Industrial,San Salvador,7.37
EST085046,Estudiante 85046,Ingeniería Industrial,Sonsonate,9.01
EST085047,Estudiante 85047,Administración,La Libertad,7.04
EST085048,Estudiante 85048,Arquitectura,San Salvador,9.41
EST085049,Estudiante 85049,Ingeniería Industrial,Santa Ana,7.97
EST085050,Estudiante 85050,Ingeniería Industrial,Santa Ana,5.2
EST085051,Estudiante 85051,Arquitectura,San Miguel,9.16
EST085052,Estudiante 85052,Ingeniería Industrial,La Libertad,7.65
EST085053,Estudiante 85053,Contaduría,Santa Ana,5.71
EST085054,Estudiante 85054,Administración,Santa Ana,6.61
EST085055,Estudiante 85055,Ingeniería Industrial,San Salvador,7.23
EST085056,Estudiante 85056,Ingeniería en Sistemas,Sonsonate,9.39
EST085057,Estudiante 85057,Contaduría,La Libertad,6.07
EST085058,Estudiante 85058,Contaduría,Sonsonate,9.4
EST085059,Estudiante 85059,Arquitectura,Santa Ana,8.64
EST085060,Estudiante 85060,Ingeniería Industrial,Santa Ana,6.16
EST085061,Estudiante 85061,Ingeniería en Sistemas,Sonsonate,9.56
EST085062,Estudiante 85062,Contaduría,Santa Ana,8.23
EST085063,Estudiante 85063,Ingeniería en Sistemas,San Miguel,6.2
EST085064,Estudiante 85064,Ingeniería en Sistemas,La Libertad,5.91
EST085065,Estudiante 85065,Ingeniería en Sistemas,Sonsonate,5.45
EST085066,Estudiante 85066,Ingeniería en Sistemas,Sonsonate,9.83
EST085067,Estudiante 85067,Administración,La Libertad,9.1
EST085068,Estudiante 85068,Arquitectura,Santa Ana,6.52
EST085069,Estudiante 85069,Contaduría,Santa Ana,8.61
EST085070,Estudiante 85070,Arquitectura,San Miguel,5.93
EST085071,Estudiante 85071,Arquitectura,San Salvador,9.22
EST085072,Estudiante 85072,Contaduría,La Libertad,8.33
EST085073,Estudiante 85073,Contaduría,La Libertad,7.46
EST085074,Estudiante 85074,Ingeniería Industrial,La Libertad,8.79
EST085075,Estudiante 85075,Ingeniería Industrial,La Libertad,5.85
EST085076,Estudiante 85076,Ingeniería Industrial,San Miguel,6.11
EST085077,Estudiante 85077,Ingeniería en Sistemas,Santa Ana,5.18
EST085078,Estudiante 85078,Arquitectura,Sonsonate,7.0
EST085079,Estudiante 85079,Ingeniería Industrial,San Miguel,8.44
EST085080,Estudiante 85080,Administración,San Miguel,7.5
EST085081,Estudiante 85081,Contaduría,San Salvador,7.12
EST085082,Estudiante 85082,Contaduría,Sonsonate,7.16
EST085083,Estudiante 85083,Administración,San Miguel,9.5
EST085084,Estudiante 85084,Ingeniería en Sistemas,Sonsonate,9.68
EST085085,Estudiante 85085,Contaduría,Santa Ana,5.12
EST085086,Estudiante 85086,Contaduría,San Salvador,8.52
EST085087,Estudiante 85087,Ingeniería Industrial,San Salvador,8.21
EST085088,Estudiante 85088,Ingeniería en Sistemas,San Miguel,5.88
EST085089,Estudiante 85089,Ingeniería Industrial,La Libertad,8.37
EST085090,Estudiante 85090,Ingeniería en Sistemas,San Miguel,5.48
EST085091,Estudiante 85091,Administración,Santa Ana,5.08
EST085092,Estudiante 85092,Contaduría,Sonsonate,9.51
EST085093,Estudiante 85093,Arquitectura,La Libertad,5.34
EST085094,Estudiante 85094,Ingeniería Industrial,San Salvador,9.44
EST085095,Estudiante 85095,Contaduría,Sonsonate,6.77
EST085096,Estudiante 85096,Arquitectura,San Miguel,8.18
EST085097,Estudiante 85097,Ingeniería en Sistemas,San Salvador,6.84
EST085098,Estudiante 85098,Arquitectura,Sonsonate,7.14
EST085099,Estudiante 85099,Contaduría,San Miguel,8.61
EST085100,Estudiante 85100,Arquitectura,San Salvador,8.95
EST085101,Estudiante 85101,Contaduría,San Salvador,5.68
EST085102,Estudiante 85102,Ingeniería Industrial,San Salvador,7.23
EST085103,Estudiante 85103,Ingeniería en Sistemas,San Salvador,6.54
EST085104,Estudiante 85104,Ingeniería en Sistemas,La Libertad,9.6
EST085105,Estudiante 85105,Ingeniería en Sistemas,La Libertad,5.67
EST085106,Estudiante 85106,Contaduría,Santa Ana,9.02
EST085107,Estudiante 85107,Arquitectura,Santa Ana,7.72
EST085108,Estudiante 85108,Arquitectura,Santa Ana,7.0
EST085109,Estudiante 85109,Ingeniería en Sistemas,San Miguel,9.36
EST085110,Estudiante 85110,Contaduría,Sonsonate,7.3
EST085111,Estudiante 85111,Administración,La Libertad,6.53
EST085112,Estudiante 85112,Ingeniería en Sistemas,San Salvador,8.16
EST085113,Estudiante 85113,Contaduría,Santa Ana,6.2
EST085114,Estudiante 85114,Contaduría,La Libertad,8.97
EST085115,Estudiante 85115,Contaduría,San Miguel,6.03
EST085116,Estudiante 85116,Ingeniería en Sistemas,Santa Ana,6.84
EST085117,Estudiante 85117,Administración,San Miguel,7.56
EST085118,Estudiante 85118,Administración,San Salvador,7.64
EST085119,Estudiante 85119,Arquitectura,La Libertad,8.24
EST085120,Estudiante 85120,Administración,Sonsonate,8.02
EST085121,Estudiante 85121,Ingeniería Industrial,San Salvador,5.14
EST085122,Estudiante 85122,Ingeniería en Sistemas,San Miguel,8.33
EST085123,Estudiante 85123,Administración,Santa Ana,5.51
EST085124,Estudiante 85124,Ingeniería en Sistemas,Sonsonate,9.91
EST085125,Estudiante 85125,Administración,Sonsonate,8.74
EST085126,Estudiante 85126,Contaduría,San Salvador,8.91
EST085127,Estudiante 85127,Contaduría,Sonsonate,5.57
EST085128,Estudiante 85128,Ingeniería en Sistemas,Sonsonate,5.93
EST085129,Estudiante 85129,Contaduría,La Libertad,9.64
EST085130,Estudiante 85130,Ingeniería en Sistemas,Sonsonate,9.9
EST085131,Estudiante 85131,Ingeniería en Sistemas,Sonsonate,8.99
EST085132,Estudiante 85132,Arquitectura,San Miguel,5.07
EST085133,Estudiante 85133,Administración,San Miguel,9.39
EST085134,Estudiante 85134,Contaduría,La Libertad,9.28
EST085135,Estudiante 85135,Contaduría,Sonsonate,8.04
EST085136,Estudiante 85136,Ingeniería en Sistemas,San Miguel,5.15
EST085137,Estudiante 85137,Administración,San Salvador,7.63
EST085138,Estudiante 85138,Ingeniería Industrial,La Libertad,9.92
EST085139,Estudiante 85139,Contaduría,Santa Ana,8.06
EST085140,Estudiante 85140,Ingeniería en Sistemas,San Miguel,6.68
EST085141,Estudiante 85141,Ingeniería en Sistemas,Sonsonate,8.86
EST085142,Estudiante 85142,Contaduría,San Salvador,5.59
EST085143,Estudiante 85143,Ingeniería en Sistemas,San Miguel,5.62
EST085144,Estudiante 85144,Ingeniería en Sistemas,La Libertad,9.49
EST085145,Estudiante 85145,Ingeniería Industrial,Sonsonate,8.59
EST085146,Estudiante 85146,Contaduría,San Salvador,7.45
EST085147,Estudiante 85147,Arquitectura,Sonsonate,6.16
EST085148,Estudiante 85148,Ingeniería en Sistemas,Sonsonate,9.12
EST085149,Estudiante 85149,Contaduría,Santa Ana,6.56
EST085150,Estudiante 85150,Administración,La Libertad,7.24
EST085151,Estudiante 85151,Administración,La Libertad,7.18
EST085152,Estudiante 85152,Contaduría,Sonsonate,5.21
EST085153,Estudiante 85153,Contaduría,Santa Ana,6.84
EST085154,Estudiante 85154,Arquitectura,La Libertad,7.72
EST085155,Estudiante 85155,Arquitectura,La Libertad,9.48
EST085156,Estudiante 85156,Ingeniería en Sistemas,San Salvador,6.03
EST085157,Estudiante 85157,Administración,San Salvador,6.35
EST085158,Estudiante 85158,Arquitectura,San Miguel,6.66
EST085159,Estudiante 85159,Contaduría,Santa Ana,6.54
EST085160,Estudiante 85160,Arquitectura,La Libertad,9.2
EST085161,Estudiante 85161,Ingeniería Industrial,Santa Ana,7.08
EST085162,Estudiante 85162,Contaduría,Sonsonate,5.65
EST085163,Estudiante 85163,Ingeniería en Sistemas,San Salvador,7.39
EST085164,Estudiante 85164,Contaduría,San Miguel,9.77
EST085165,Estudiante 85165,Ingeniería en Sistemas,Santa Ana,9.9
EST085166,Estudiante 85166,Arquitectura,La Libertad,8.48
EST085167,Estudiante 85167,Contaduría,San Salvador,7.76
EST085168,Estudiante 85168,Administración,La Libertad,9.32
EST085169,Estudiante 85169,Contaduría,La Libertad,6.41
EST085170,Estudiante 85170,Arquitectura,San Miguel,9.2
EST085171,Estudiante 85171,Administración,San Miguel,9.32
EST085172,Estudiante 85172,Ingeniería Industrial,San Salvador,6.06
EST085173,Estudiante 85173,Contaduría,Santa Ana,8.06
EST085174,Estudiante 85174,Arquitectura,San Salvador,6.67
EST085175,Estudiante 85175,Ingeniería Industrial,Sonsonate,8.18
EST085176,Estudiante 85176,Ingeniería en Sistemas,San Miguel,8.89
EST085177,Estudiante 85177,Ingeniería Industrial,Santa Ana,5.99
EST085178,Estudiante 85178,Administración,Santa Ana,6.33
EST085179,Estudiante 85179,Arquitectura,Santa Ana,7.19
EST085180,Estudiante 85180,Ingeniería Industrial,San Salvador,8.84
EST085181,Estudiante 85181,Ingeniería Industrial,San Miguel,8.71
EST085182,Estudiante 85182,Arquitectura,San Miguel,9.78
EST085183,Estudiante 85183,Ingeniería Industrial,La Libertad,7.05
EST085184,Estudiante 85184,Administración,La Libertad,8.75
EST085185,Estudiante 85185,Arquitectura,San Miguel,8.46
EST085186,Estudiante 85186,Contaduría,San Miguel,9.09
EST085187,Estudiante 85187,Administración,La Libertad,7.19
EST085188,Estudiante 85188,Contaduría,San Miguel,8.81
EST085189,Estudiante 85189,Ingeniería Industrial,Sonsonate,9.03
EST085190,Estudiante 85190,Arquitectura,Santa Ana,8.26
EST085191,Estudiante 85191,Ingeniería en Sistemas,San Miguel,7.27
EST085192,Estudiante 85192,Ingeniería en Sistemas,Santa Ana,7.71
EST085193,Estudiante 85193,Contaduría,Sonsonate,5.3
EST085194,Estudiante 85194,Ingeniería Industrial,San Salvador,8.83
EST085195,Estudiante 85195,Arquitectura,San Miguel,8.6
EST085196,Estudiante 85196,Contaduría,San Miguel,7.78
EST085197,Estudiante 85197,Administración,San Salvador,6.36
EST085198,Estudiante 85198,Contaduría,San Salvador,6.69
EST085199,Estudiante 85199,Contaduría,Santa Ana,9.95
EST085200,Estudiante 85200,Ingeniería Industrial,San Salvador,5.73
EST085201,Estudiante 85201,Arquitectura,San Miguel,6.64
EST085202,Estudiante 85202,Arquitectura,Sonsonate,6.06
EST085203,Estudiante 85203,Ingeniería Industrial,San Salvador,9.75
EST085204,Estudiante 85204,Ingeniería Industrial,Sonsonate,9.56
EST085205,Estudiante 85205,Ingeniería en Sistemas,La Libertad,8.41
EST085206,Estudiante 85206,Ingeniería en Sistemas,San Miguel,7.56
EST085207,Estudiante 85207,Ingeniería Industrial,San Miguel,5.02
EST085208,Estudiante 85208,Contaduría,San Salvador,6.88
EST085209,Estudiante 85209,Administración,Santa Ana,9.47
EST085210,Estudiante 85210,Arquitectura,Sonsonate,5.09
EST085211,Estudiante 85211,Contaduría,Sonsonate,9.36
EST085212,Estudiante 85212,Ingeniería en Sistemas,Santa Ana,6.84
EST085213,Estudiante 85213,Contaduría,Santa Ana,5.27
EST085214,Estudiante 85214,Administración,San Miguel,9.48
EST085215,Estudiante 85215,Arquitectura,San Miguel,5.73
EST085216,Estudiante 85216,Arquitectura,San Salvador,8.67
EST085217,Estudiante 85217,Administración,La Libertad,5.57
EST085218,Estudiante 85218,Ingeniería en Sistemas,San Miguel,9.81
EST085219,Estudiante 85219,Arquitectura,Santa Ana,6.18
EST085220,Estudiante 85220,Contaduría,La Libertad,5.29
EST085221,Estudiante 85221,Arquitectura,San Salvador,8.86
EST085222,Estudiante 85222,Ingeniería Industrial,San Miguel,9.63
EST085223,Estudiante 85223,Contaduría,Santa Ana,6.75
EST085224,Estudiante 85224,Ingeniería Industrial,La Libertad,9.25
EST085225,Estudiante 85225,Administración,Sonsonate,8.91
EST085226,Estudiante 85226,Ingeniería Industrial,San Miguel,6.37
EST085227,Estudiante 85227,Contaduría,San Miguel,8.08
EST085228,Estudiante 85228,Administración,La Libertad,5.1
EST085229,Estudiante 85229,Administración,Sonsonate,7.38
EST085230,Estudiante 85230,Ingeniería Industrial,La Libertad,8.08
EST085231,Estudiante 85231,Contaduría,Sonsonate,5.46
EST085232,Estudiante 85232,Ingeniería en Sistemas,Santa Ana,9.97
EST085233,Estudiante 85233,Contaduría,Santa Ana,9.23
EST085234,Estudiante 85234,Ingeniería en Sistemas,La Libertad,8.0
EST085235,Estudiante 85235,Ingeniería en Sistemas,Sonsonate,7.4
EST085236,Estudiante 85236,Contaduría,Sonsonate,6.05
EST085237,Estudiante 85237,Contaduría,San Miguel,7.39
EST085238,Estudiante 85238,Ingeniería en Sistemas,San Salvador,9.82
EST085239,Estudiante 85239,Contaduría,San Miguel,6.7
EST085240,Estudiante 85240,Ingeniería Industrial,Sonsonate,8.99
EST085241,Estudiante 85241,Contaduría,Santa Ana,6.85
EST085242,Estudiante 85242,Ingeniería en Sistemas,San Salvador,8.33
EST085243,Estudiante 85243,Ingeniería en Sistemas,San Salvador,9.83
EST085244,Estudiante 85244,Contaduría,San Salvador,9.8
EST085245,Estudiante 85245,Arquitectura,La Libertad,8.66
EST085246,Estudiante 85246,Ingeniería Industrial,San Miguel,6.93
EST085247,Estudiante 85247,Administración,Santa Ana,9.32
EST085248,Estudiante 85248,Administración,San Miguel,7.32
EST085249,Estudiante 85249,Contaduría,La Libertad,7.84
EST085250,Estudiante 85250,Ingeniería en Sistemas,San Miguel,5.6
EST085251,Estudiante 85251,Ingeniería Industrial,San Salvador,9.13
EST085252,Estudiante 85252,Ingeniería en Sistemas,Santa Ana,9.01
EST085253,Estudiante 85253,Ingeniería en Sistemas,La Libertad,7.06
EST085254,Estudiante 85254,Arquitectura,San Salvador,5.01
EST085255,Estudiante 85255,Ingeniería en Sistemas,San Miguel,8.5
EST085256,Estudiante 85256,Ingeniería en Sistemas,La Libertad,7.22
EST085257,Estudiante 85257,Contaduría,San Salvador,7.0
EST085258,Estudiante 85258,Administración,La Libertad,9.36
EST085259,Estudiante 85259,Ingeniería en Sistemas,La Libertad,7.44
EST085260,Estudiante 85260,Ingeniería Industrial,San Miguel,9.68
EST085261,Estudiante 85261,Ingeniería en Sistemas,San Miguel,5.55
EST085262,Estudiante 85262,Ingeniería Industrial,San Salvador,6.44
EST085263,Estudiante 85263,Contaduría,San Miguel,9.87
EST085264,Estudiante 85264,Contaduría,La Libertad,6.63
EST085265,Estudiante 85265,Ingeniería en Sistemas,San Miguel,8.55
EST085266,Estudiante 85266,Ingeniería Industrial,Santa Ana,7.98
EST085267,Estudiante 85267,Ingeniería Industrial,San Salvador,6.97
EST085268,Estudiante 85268,Contaduría,San Miguel,6.13
EST085269,Estudiante 85269,Arquitectura,Sonsonate,7.23
EST085270,Estudiante 85270,Contaduría,San Salvador,5.19
EST085271,Estudiante 85271,Administración,San Miguel,8.48
EST085272,Estudiante 85272,Arquitectura,La Libertad,6.62
EST085273,Estudiante 85273,Arquitectura,San Salvador,6.4
EST085274,Estudiante 85274,Arquitectura,La Libertad,8.08
EST085275,Estudiante 85275,Ingeniería en Sistemas,Sonsonate,6.53
EST085276,Estudiante 85276,Administración,Santa Ana,9.6
EST085277,Estudiante 85277,Administración,La Libertad,8.17
EST085278,Estudiante 85278,Arquitectura,Santa Ana,7.6
EST085279,Estudiante 85279,Ingeniería Industrial,Sonsonate,9.86
EST085280,Estudiante 85280,Administración,Santa Ana,5.39
EST085281,Estudiante 85281,Arquitectura,Sonsonate,6.2
EST085282,Estudiante 85282,Ingeniería Industrial,San Miguel,8.15
EST085283,Estudiante 85283,Contaduría,Sonsonate,5.03
EST085284,Estudiante 85284,Arquitectura,Sonsonate,7.55
EST085285,Estudiante 85285,Contaduría,Santa Ana,6.32
EST085286,Estudiante 85286,Ingeniería Industrial,San Miguel,7.18
EST085287,Estudiante 85287,Arquitectura,La Libertad,5.79
EST085288,Estudiante 85288,Ingeniería en Sistemas,Sonsonate,6.47
EST085289,Estudiante 85289,Ingeniería en Sistemas,Sonsonate,7.78
EST085290,Estudiante 85290,Ingeniería Industrial,Santa Ana,5.12
